Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Accuracy,Condition
1,2,2,6,0.78,1.858,0.5,1,MM
1,1,1,2.25,0.813,0.987,0.48,1,MM
1,2,2,6,0.68,1.304,0.46,1,MM
1,2,1,2.45,1.063,1.023,0.48,0,MM
1,2,2,6,0.395,1.407,0.5,1,MM
1,1,1,2.45,0.946,0.971,0.48,1,MM
1,1,1,2.3,0.512,1.56,0.46,1,MM
1,2,2,3.7,0.512,0.57,0.44,1,MM
1,2,1,4.4,0.512,1.154,0.46,0,MM
1,2,2,4.9,0.746,0.719,0.48,1,MM
1,2,1,3.5,0.462,0.372,0.5,0,MM
1,2,2,5.95,0.345,1.341,0.52,1,MM
1,1,1,5.95,0.479,1.457,0.5,1,MM
1,1,2,6,0.413,1.993,0.52,0,MM
1,1,1,6,0.914,1.476,0.54,1,MM
1,2,2,6,0.395,1.423,0.52,1,MM
1,2,2,6,0.629,1.973,0.5,1,MM
1,2,2,5.25,0.579,1.104,0.48,1,MM
1,2,2,6,0.528,1.489,0.46,1,MM
1,1,1,6,0.612,1.474,0.44,1,MM
1,1,1,1,1.264,2.928,0.42,1,MM
1,1,1,4.3,0.762,1.355,0.4,1,MM
1,1,1,3.9,2,2.259,0.38,1,MM
1,1,1,2.8,1.415,1.604,0.36,1,MM
1,1,1,3.5,2.017,0.555,0.34,1,MM
1,1,2,2.95,1.597,1.273,0.36,0,MM
1,1,2,3.85,0.847,1.204,0.38,0,MM
1,1,2,2.85,2,1.141,0.4,0,MM
1,1,1,4.55,1.281,0.924,0.42,1,MM
1,1,1,4.35,1.081,0.839,0.4,1,MM
1,1,1,3.5,1.13,0.255,0.38,1,MM
1,1,2,2.9,1.096,0.889,0.4,0,MM
1,2,2,3.85,1.183,0.739,0.42,1,MM
1,1,2,3.5,0.98,0.356,0.44,0,MM
1,2,2,3.5,0.897,0.304,0.46,1,MM
1,2,1,3.25,1.448,0.79,0.48,0,MM
1,2,2,5.85,0.596,1.337,0.5,1,MM
1,1,1,6,0.596,1.358,0.48,1,MM
1,1,2,4.2,0.696,1.239,0.5,0,MM
1,1,2,4.15,0.645,0.791,0.52,0,MM
1,1,2,4.85,0.78,0.872,0.54,0,MM
1,2,2,4.35,0.615,0.942,0.56,1,MM
1,2,2,4.85,0.779,0.77,0.54,1,MM
1,2,2,5.1,0.729,0.903,0.52,1,MM
1,1,1,5,1.13,1.389,0.5,1,MM
1,2,2,2.35,0.913,0.721,0.48,1,MM
1,1,1,4.6,0.795,0.572,0.46,1,MM
1,1,1,2.2,0.879,1.354,0.44,1,MM
1,2,2,2.45,0.763,0.733,0.42,1,MM
1,1,1,4.4,0.545,0.807,0.4,1,MM
1,2,2,4.9,0.663,0.668,0.38,1,MM
1,2,2,4.55,0.731,0.958,0.36,1,MM
1,1,1,4.8,0.579,1.271,0.34,1,MM
1,2,2,5,0.764,0.885,0.32,1,MM
1,1,2,4.75,0.963,1.269,0.34,0,MM
1,1,2,5.25,0.362,1.136,0.36,0,MM
1,1,2,5.15,0.595,1.224,0.38,0,MM
1,2,2,2.35,0.612,1.123,0.4,1,MM
1,2,2,6,0.413,1.674,0.38,1,MM
1,2,2,5,0.546,1.189,0.36,1,MM
1,1,1,5.25,0.713,1.408,0.34,1,MM
1,1,1,2.5,0.628,0.587,0.32,1,MM
1,1,2,2.3,1.064,0.987,0.34,0,MM
1,2,1,2,0.563,0.942,0.36,0,MM
1,1,1,4.3,0.712,0.669,0.38,1,MM
1,1,1,6,0.695,1.359,0.36,1,MM
1,1,2,6,0.746,1.505,0.38,0,MM
1,2,2,5.7,0.813,1.171,0.4,1,MM
1,2,2,5.3,0.595,1.007,0.38,1,MM
1,2,2,4.9,0.596,1.174,0.36,1,MM
1,2,2,4.2,0.779,0.605,0.34,1,MM
2,1,1,3.5,1.447,4.308,0.81,1,MM
2,1,1,1.1,2,7.408,0.79,1,MM
2,2,2,6,1.598,1.406,0.77,1,MM
2,2,1,1.05,1.214,1.293,0.79,0,MM
2,2,2,6,1.983,1.331,0.81,1,MM
2,1,1,6,0.946,2.257,0.79,1,MM
2,1,1,2.7,0.847,0.737,0.77,1,MM
2,2,2,6,1.498,1.555,0.75,1,MM
2,2,2,6,1.014,2.259,0.73,1,MM
2,1,1,2.75,1.881,0.74,0.71,1,MM
2,2,1,1,1.047,1.141,0.73,0,MM
2,2,2,6,0.68,1.843,0.75,1,MM
2,1,1,6,0.812,1.727,0.73,1,MM
2,2,2,6,0.646,1.774,0.71,1,MM
2,1,1,6,1.197,1.206,0.69,1,MM
2,1,1,6,0.729,1.457,0.67,1,MM
2,1,1,4.8,0.846,1.354,0.65,1,MM
2,1,1,1.05,2,1.441,0.63,1,MM
2,2,2,6,1.431,1.208,0.61,1,MM
2,2,2,6,0.88,2.408,0.59,1,MM
2,1,1,6,0.646,1.172,0.57,1,MM
2,1,1,1.35,0.797,0.936,0.55,1,MM
2,1,2,2.3,0.879,0.755,0.57,0,MM
2,2,2,6,0.68,1.591,0.59,1,MM
2,1,1,4.25,1.097,0.922,0.57,1,MM
2,2,1,3.55,1.097,1.055,0.59,0,MM
2,1,1,5.2,0.696,1.054,0.61,1,MM
2,1,1,4.8,0.898,0.954,0.59,1,MM
2,1,1,3.55,2,1.591,0.57,1,MM
2,2,2,6,0.646,1.403,0.55,1,MM
2,2,2,6,0.897,1.372,0.53,1,MM
2,1,2,3.5,1.063,0.672,0.55,0,MM
2,1,2,4.65,0.662,0.537,0.57,0,MM
2,1,2,2.15,0.58,1.206,0.59,0,MM
2,1,2,2.8,1.982,0.874,0.61,0,MM
2,2,2,3.55,1.13,0.955,0.63,1,MM
2,1,1,5.75,0.629,1.254,0.61,1,MM
2,1,1,6,2,3.229,0.59,1,MM
2,1,2,3.45,1.247,1.309,0.61,0,MM
2,2,1,3.55,1.113,1.241,0.63,0,MM
2,2,2,6,0.596,1.441,0.65,1,MM
2,1,2,4.65,0.812,1.455,0.67,0,MM
2,1,1,5.3,0.829,1.256,0.69,1,MM
2,1,2,6,0.913,2.276,0.71,0,MM
2,2,2,6,0.578,1.488,0.73,1,MM
2,1,1,6,1.047,1.224,0.71,1,MM
2,1,1,6,0.597,1.639,0.69,1,MM
2,1,1,6,0.83,1.221,0.67,1,MM
2,1,1,6,0.511,1.269,0.65,1,MM
2,1,1,6,0.462,1.455,0.63,1,MM
2,1,1,2.9,0.747,0.956,0.61,1,MM
2,1,2,2.6,0.762,0.637,0.63,0,MM
2,2,2,6,0.463,1.64,0.65,1,MM
2,1,1,1,1.448,1.255,0.63,1,MM
2,2,2,1.05,0.58,1.455,0.61,1,MM
2,1,2,1,1.547,1.474,0.63,0,MM
2,2,2,5.6,0.629,0.751,0.65,1,MM
2,2,2,6,0.645,1.221,0.63,1,MM
2,1,1,1,0.814,1.405,0.61,1,MM
2,2,1,1,2,1.436,0.63,0,MM
2,1,2,1,0.98,1.173,0.65,0,MM
2,2,2,1,0.847,0.895,0.67,1,MM
2,1,2,6,0.931,1.288,0.69,0,MM
2,2,2,6,0.563,1.941,0.71,1,MM
2,1,1,6,0.879,1.289,0.69,1,MM
2,1,1,6,0.646,1.091,0.67,1,MM
2,2,2,1,1.481,1.187,0.65,1,MM
2,2,2,6,0.497,1.523,0.63,1,MM
2,2,1,6,1.197,1.625,0.65,0,MM
2,2,2,1,0.697,1.271,0.67,1,MM
2,1,1,6,1.13,2.057,0.65,1,MM
2,1,2,6,1.08,6.135,0.67,0,MM
2,2,2,6,0.462,1.756,0.69,1,MM
2,1,1,6,0.779,1.139,0.67,1,MM
2,1,1,6,0.863,1.455,0.65,1,MM
2,2,2,6,0.73,1.072,0.63,1,MM
2,1,1,6,0.496,1.704,0.61,1,MM
2,1,1,6,0.495,1.473,0.59,1,MM
2,1,1,6,0.597,1.04,0.57,1,MM
2,2,2,6,0.796,1.205,0.55,1,MM
2,2,2,6,1.699,1.37,0.53,1,MM
2,2,2,6,0.762,1.573,0.51,1,MM
2,1,1,6,0.462,1.089,0.49,1,MM
2,2,2,6,0.613,1.071,0.47,1,MM
2,1,1,6,0.695,1.122,0.45,1,MM
2,2,2,6,0.447,1.941,0.43,1,MM
2,2,2,6,0.596,1.461,0.41,1,MM
2,2,2,6,0.462,1.055,0.39,1,MM
2,2,2,6,0.529,1.822,0.37,1,MM
2,2,2,6,0.462,1.789,0.35,1,MM
2,2,2,6,0.763,1.876,0.33,1,MM
2,1,2,6,0.327,1.172,0.35,0,MM
2,1,2,6,0.545,1.172,0.37,0,MM
2,1,1,6,0.612,1.053,0.39,1,MM
2,1,2,6,0.914,1.189,0.41,0,MM
2,2,1,1,0.78,1.621,0.43,0,MM
2,2,2,6,0.73,0.954,0.45,1,MM
2,1,2,1,2,1.023,0.47,0,MM
2,2,2,1,0.93,1.556,0.49,1,MM
2,1,1,6,0.896,1.204,0.47,1,MM
2,2,1,1,2,1.593,0.49,0,MM
2,2,2,5.3,1.332,1.021,0.51,1,MM
2,2,2,5.05,0.597,1.091,0.49,1,MM
2,2,2,4.9,0.596,1.274,0.47,1,MM
2,2,2,6,0.679,1.307,0.45,1,MM
2,2,2,5.25,0.663,1.139,0.43,1,MM
2,1,2,1,1.447,1.391,0.45,0,MM
2,1,1,1,1.264,0.974,0.47,1,MM
2,2,2,1.05,0.613,1.356,0.45,1,MM
2,2,2,1.1,1.732,1.321,0.43,1,MM
2,1,2,1,0.746,4.278,0.45,0,MM
2,1,2,1,2,1.473,0.47,0,MM
2,1,2,1,2,1.037,0.49,0,MM
2,2,2,1,0.546,1.388,0.51,1,MM
2,2,2,1,2,1.206,0.49,1,MM
2,2,2,1.05,2,1.522,0.47,1,MM
2,2,2,1,2,31.767,0.45,1,MM
2,2,2,5.95,0.463,1.155,0.43,1,MM
2,2,2,6,0.863,1.339,0.41,1,MM
2,1,2,6,0.595,1.341,0.43,0,MM
2,1,2,6,0.679,1.019,0.45,0,MM
2,1,2,6,0.547,1.291,0.47,0,MM
2,2,2,6,0.513,1.439,0.49,1,MM
2,2,1,6,1.164,1.07,0.51,0,MM
2,2,2,5.6,0.731,1.588,0.53,1,MM
2,1,2,6,0.496,1.088,0.55,0,MM
2,2,2,6,0.597,1.54,0.57,1,MM
2,1,2,6,0.562,1.322,0.59,0,MM
2,1,1,6,0.63,1.522,0.61,1,MM
2,2,2,6,0.312,0.954,0.59,1,MM
2,1,2,5.9,0.512,0.871,0.61,0,MM
2,2,2,6,0.496,1.204,0.63,1,MM
2,1,1,6,1.03,1.006,0.61,1,MM
2,2,1,6,2,1.708,0.63,0,MM
2,2,1,1.05,1.382,1.189,0.65,0,MM
2,1,1,1,0.696,0.956,0.67,1,MM
2,1,1,5.95,1.632,0.904,0.65,1,MM
2,1,2,6,0.796,1.725,0.67,0,MM
2,1,2,6,1.548,1.557,0.69,0,MM
2,2,2,5.95,0.428,1.136,0.71,1,MM
2,1,2,1,1.781,1.272,0.73,0,MM
2,1,1,6,0.814,0.988,0.75,1,MM
2,2,2,6,0.646,1.191,0.73,1,MM
2,2,2,6,0.562,1.34,0.71,1,MM
2,2,2,6,0.429,1.14,0.69,1,MM
2,1,2,6,0.696,1.657,0.71,0,MM
2,1,2,6,0.829,3.744,0.73,0,MM
2,1,1,6,0.729,1.257,0.75,1,MM
2,2,2,5.95,0.712,1.593,0.73,1,MM
2,2,2,6,0.445,0.956,0.71,1,MM
2,1,1,6,0.63,1.039,0.69,1,MM
2,1,2,1,0.679,1.273,0.71,0,MM
2,2,2,6,0.447,1.241,0.73,1,MM
2,2,1,1.75,0.53,1.24,0.75,0,MM
2,2,2,5.95,0.346,1.157,0.77,1,MM
2,1,1,4.4,0.596,0.486,0.75,1,MM
2,2,2,5.3,0.445,1.857,0.73,1,MM
2,2,2,6,1.266,1.174,0.71,1,MM
2,1,2,6,0.862,1.076,0.73,0,MM
2,1,1,1.05,1.213,6.068,0.75,1,MM
2,2,2,6,0.229,1.159,0.73,1,MM
2,1,1,6,0.545,1.307,0.71,1,MM
2,1,1,6,0.712,0.953,0.69,1,MM
2,2,2,5.95,0.38,1.021,0.67,1,MM
2,2,2,6,0.213,1.277,0.65,1,MM
2,1,1,6,0.495,1.159,0.63,1,MM
2,2,1,1.5,1.231,1.992,0.65,0,MM
2,1,2,1.3,0.662,0.871,0.67,0,MM
2,2,2,6,0.395,1.14,0.69,1,MM
2,1,1,6,0.412,0.956,0.67,1,MM
2,2,1,1,2,1.459,0.69,0,MM
2,2,1,1.05,2,5.836,0.71,0,MM
2,2,1,1.05,0.73,1.239,0.73,0,MM
2,1,2,1.05,0.679,1.358,0.75,0,MM
2,2,2,6,1.181,1.472,0.77,1,MM
2,2,2,6,1.029,1.121,0.75,1,MM
2,1,2,1,2,1.824,0.77,0,MM
2,1,1,5.95,0.462,0.738,0.79,1,MM
2,2,2,6,0.212,1.573,0.77,1,MM
2,1,1,1,0.778,1.424,0.75,1,MM
2,1,1,1,0.78,1.742,0.73,1,MM
2,2,1,4.35,0.547,2.06,0.75,0,MM
2,1,1,5.95,0.495,1.688,0.77,1,MM
2,2,2,6,0.447,1.189,0.75,1,MM
2,1,1,6,0.594,1.642,0.73,1,MM
2,1,1,4.75,2,2.457,0.71,1,MM
2,1,1,4.85,0.528,0.853,0.69,1,MM
2,1,2,4.95,0.796,1.404,0.71,0,MM
2,1,1,5.05,0.696,2.51,0.73,1,MM
2,1,1,5.05,0.529,0.771,0.71,1,MM
2,1,1,4.85,2,1.155,0.69,1,MM
2,2,2,5.25,0.814,0.84,0.67,1,MM
2,2,2,6,0.413,1.958,0.65,1,MM
2,1,1,6,1.464,1.758,0.63,1,MM
2,2,1,5.95,1.515,1.074,0.65,0,MM
2,2,2,6,0.446,0.738,0.67,1,MM
2,2,2,6,1.081,1.573,0.65,1,MM
2,2,1,5.95,0.68,0.67,0.67,0,MM
2,1,1,6,0.663,1.022,0.69,1,MM
2,1,1,6,0.597,1.488,0.67,1,MM
2,2,1,1,2,3.513,0.69,0,MM
2,2,1,1,2,1.075,0.71,0,MM
2,2,1,1.05,2,1.993,0.73,0,MM
2,1,1,1,2,1.338,0.75,1,MM
2,1,2,1,0.613,33.151,0.77,0,MM
2,1,1,6,0.612,1.776,0.79,1,MM
2,2,2,6,0.361,1.17,0.77,1,MM
2,1,1,6,0.58,1.288,0.75,1,MM
2,2,2,6,0.413,1.105,0.73,1,MM
2,2,2,5.95,0.981,1.175,0.71,1,MM
2,1,2,6,2,8.394,0.73,0,MM
2,1,2,2.25,0.796,4.064,0.75,0,MM
2,2,2,1.8,0.412,0.741,0.77,1,MM
2,1,2,1.9,0.962,0.824,0.79,0,MM
2,2,2,6,0.781,1.086,0.81,1,MM
2,1,2,6,0.88,4.114,0.83,0,MM
2,2,2,1,1.365,1.14,0.85,1,MM
2,2,2,5.95,1.048,0.989,0.83,1,MM
2,2,2,6,0.879,1.455,0.81,1,MM
2,2,2,6,0.495,0.87,0.79,1,MM
2,2,1,6,0.613,1.054,0.81,0,MM
2,2,2,1,0.63,1.407,0.83,1,MM
2,2,2,5.95,0.446,1.106,0.81,1,MM
2,2,2,6,0.796,1.157,0.79,1,MM
2,1,1,6,0.78,1.541,0.77,1,MM
2,1,1,1,0.879,2.509,0.75,1,MM
2,1,1,5.95,0.528,0.668,0.73,1,MM
2,2,2,6,0.529,2.243,0.71,1,MM
2,2,2,6,0.563,1.288,0.69,1,MM
2,1,2,1,2,2.844,0.71,0,MM
2,1,2,1.05,2,3.162,0.73,0,MM
2,1,1,6,0.562,0.754,0.75,1,MM
2,1,2,1.1,0.68,1.122,0.77,0,MM
2,2,2,6,0.679,1.086,0.79,1,MM
2,2,2,6,0.028,0.941,0.77,1,MM
2,2,2,6,0.495,1.838,0.75,1,MM
2,2,2,6,0.563,1.305,0.73,1,MM
2,1,2,1,2,1.724,0.75,0,MM
2,1,2,6,0.779,0.904,0.77,0,MM
2,1,1,5.35,0.579,1.022,0.79,1,MM
2,2,2,6,0.463,1.307,0.77,1,MM
2,1,1,6,1.615,1.721,0.75,1,MM
2,2,2,5.9,0.578,0.938,0.73,1,MM
2,1,2,5.9,2,11.398,0.75,0,MM
2,2,2,1,2,2.525,0.77,1,MM
2,2,2,6,0.346,1.174,0.75,1,MM
2,1,1,1.2,0.779,1.224,0.73,1,MM
2,2,2,6,0.361,1.647,0.71,1,MM
2,2,2,6,0.445,1.375,0.69,1,MM
2,1,2,2.4,0.596,1.723,0.71,0,MM
2,2,2,6,0.746,0.854,0.73,1,MM
2,1,1,6,0.462,1.355,0.71,1,MM
2,2,2,6,0.48,1.122,0.69,1,MM
2,1,1,1.1,0.512,1.091,0.67,1,MM
2,1,2,1.15,1.064,1.99,0.69,0,MM
2,2,2,1.2,0.413,1.189,0.71,1,MM
2,1,1,1.05,0.612,0.987,0.69,1,MM
2,2,1,1.4,0.53,0.953,0.71,0,MM
2,1,2,1.15,0.747,1.24,0.73,0,MM
2,1,2,1.2,1.23,1.39,0.75,0,MM
2,1,2,1.1,0.614,0.802,0.77,0,MM
2,2,2,1.2,0.73,0.687,0.79,1,MM
2,1,1,1.1,0.211,1.335,0.77,1,MM
2,2,2,1.15,0.263,1.572,0.75,1,MM
2,2,1,1,1.598,1.156,0.77,0,MM
2,2,2,1,0.262,1.223,0.79,1,MM
2,1,1,6,0.795,1.188,0.77,1,MM
2,2,2,6,0.462,1.136,0.75,1,MM
2,1,2,6,2,1.472,0.77,0,MM
2,1,1,1.25,0.68,0.903,0.79,1,MM
2,1,1,5.9,0.73,0.919,0.77,1,MM
2,1,2,1,1.064,0.668,0.79,0,MM
2,2,2,5.95,0.178,1.237,0.81,1,MM
2,2,2,5.95,0.379,1.488,0.79,1,MM
2,1,2,1.1,2,9.526,0.81,0,MM
2,1,1,6,0.628,1.474,0.83,1,MM
2,2,2,6,0.379,1.188,0.81,1,MM
2,2,2,5.8,0.431,1.222,0.79,1,MM
2,2,2,6,0.813,1.073,0.77,1,MM
2,2,2,1,0.647,1.24,0.75,1,MM
2,2,2,1.05,0.797,0.957,0.73,1,MM
2,1,2,1,0.496,1.155,0.75,0,MM
2,2,2,1,0.546,1.273,0.77,1,MM
2,2,2,1.1,0.228,0.972,0.75,1,MM
2,1,1,1.55,0.629,0.886,0.73,1,MM
2,2,1,1.35,2,1.263,0.75,0,MM
2,2,1,1.2,1.834,0.987,0.77,0,MM
2,1,1,1.05,0.496,1.104,0.79,1,MM
2,2,1,1,0.246,1.74,0.81,0,MM
2,2,2,1,0.212,1.238,0.83,1,MM
2,2,2,6,0.245,1.207,0.81,1,MM
2,1,2,1,0.462,1.004,0.83,0,MM
2,1,1,6,0.629,0.836,0.85,1,MM
2,2,2,2.7,1.013,0.503,0.83,1,MM
2,1,2,2.55,0.679,0.502,0.85,0,MM
2,2,1,6,0.261,1.254,0.87,0,MM
2,2,2,2.05,0.662,0.653,0.89,1,MM
2,1,1,5.95,0.328,1.121,0.87,1,MM
2,2,2,6,0.445,1.375,0.85,1,MM
2,1,1,1.1,1.715,1.079,0.83,1,MM
2,1,1,1.05,0.779,1.666,0.66,1,MM
2,1,1,6,0.695,0.805,0.64,1,MM
2,1,2,6,0.596,1.373,0.66,0,MM
2,2,2,3.55,0.697,1.587,0.68,1,MM
2,2,1,1.05,1.164,1.271,0.7,0,MM
2,2,2,6,1.164,1.585,0.72,1,MM
2,1,1,6,0.796,1.774,0.7,1,MM
2,1,1,6,0.629,1.419,0.68,1,MM
2,2,2,6,0.88,1.739,0.66,1,MM
2,1,1,6,0.561,2.026,0.64,1,MM
2,2,2,6,0.831,1.206,0.62,1,MM
2,1,1,6,1.18,1.221,0.6,1,MM
2,1,1,6,0.663,1.505,0.58,1,MM
2,2,2,6,0.53,1.619,0.56,1,MM
2,2,1,1,0.93,1.643,0.58,0,MM
2,2,2,6,1.414,1.008,0.6,1,MM
2,1,2,1,0.729,1.036,0.62,0,MM
2,1,1,6,0.512,0.867,0.64,1,MM
2,2,2,6,0.496,1.188,0.62,1,MM
2,2,2,6,0.53,1.758,0.6,1,MM
2,2,2,6,0.78,1.289,0.58,1,MM
2,1,1,1,0.563,1.322,0.56,1,MM
2,1,1,1,0.746,1.202,0.54,1,MM
2,1,1,1,0.93,1.558,0.52,1,MM
2,1,1,1,1.548,1.287,0.5,1,MM
2,2,1,1,0.73,1.437,0.52,0,MM
2,1,1,1,0.529,1.407,0.54,1,MM
2,2,2,6,0.629,1.791,0.52,1,MM
2,1,1,1,0.73,1.002,0.5,1,MM
2,2,2,6,0.58,1.342,0.48,1,MM
2,1,1,1,0.595,1.471,0.46,1,MM
2,2,1,1,0.713,1.623,0.48,0,MM
2,1,1,1,0.53,1.804,0.5,1,MM
2,1,2,5.95,0.529,1.173,0.52,0,MM
2,2,2,5.95,0.796,1.192,0.54,1,MM
2,1,1,5.95,0.578,0.952,0.52,1,MM
2,1,1,6,0.413,1.017,0.5,1,MM
2,2,1,1,0.846,1,0.52,0,MM
2,2,2,6,0.396,0.821,0.54,1,MM
2,1,1,6,0.713,1.088,0.52,1,MM
2,2,2,5.95,0.396,1.035,0.5,1,MM
2,1,1,6,0.378,1.107,0.48,1,MM
2,2,2,5.95,0.262,1.123,0.46,1,MM
2,1,1,6,0.679,1.538,0.44,1,MM
2,1,2,1,1.047,1.938,0.46,0,MM
2,1,2,1,1.399,2.023,0.48,0,MM
2,2,2,1,0.513,1.438,0.5,1,MM
2,2,2,2.85,0.814,0.854,0.48,1,MM
2,1,1,3.5,1.013,1.085,0.46,1,MM
2,1,1,3.5,0.762,0.641,0.44,1,MM
2,1,1,6,1.68,1.225,0.42,1,MM
2,2,2,6,0.429,1.293,0.4,1,MM
2,1,1,1,0.629,1.025,0.38,1,MM
2,1,1,1,0.663,2.074,0.36,1,MM
2,1,1,1.05,0.562,1.408,0.34,1,MM
2,2,1,1,0.747,1.508,0.36,0,MM
2,2,1,1,0.731,1.51,0.38,0,MM
2,2,1,1.05,0.629,1.255,0.4,0,MM
2,2,1,1,0.562,1.941,0.42,0,MM
2,2,1,1,0.429,2.224,0.44,0,MM
2,2,1,1,0.548,2.243,0.46,0,MM
2,2,2,1,0.712,2.031,0.48,1,MM
2,1,1,1,0.913,1.174,0.46,1,MM
2,1,1,6,0.646,0.856,0.44,1,MM
2,1,1,1.05,0.763,0.982,0.42,1,MM
2,1,1,6,0.596,0.971,0.4,1,MM
2,2,1,5.95,0.53,1.137,0.42,0,MM
2,2,2,5.95,0.48,0.874,0.44,1,MM
2,2,1,6,0.513,1.16,0.46,0,MM
2,2,2,6,0.479,1.307,0.48,1,MM
2,2,1,1,1.966,1.271,0.5,0,MM
2,1,1,1,0.83,1.039,0.52,1,MM
2,1,2,6,0.478,1.17,0.54,0,MM
2,2,2,6,0.846,1.372,0.56,1,MM
2,2,2,5.95,0.629,1.074,0.54,1,MM
2,1,1,1,0.545,1.256,0.52,1,MM
2,2,2,5.95,0.479,1.223,0.5,1,MM
2,2,2,6,0.478,1.488,0.48,1,MM
2,1,1,6,0.645,1.225,0.46,1,MM
2,1,2,6,0.495,1.674,0.48,0,MM
2,1,2,6,0.896,1.207,0.5,0,MM
2,2,1,5.95,0.462,0.923,0.52,0,MM
2,2,1,1,0.896,2.193,0.54,0,MM
2,2,2,6,0.445,1.257,0.56,1,MM
2,1,2,1.05,0.596,0.87,0.58,0,MM
2,1,1,3.5,0.68,1.408,0.6,1,MM
2,2,2,6,0.462,1.055,0.58,1,MM
2,2,2,6,0.579,0.869,0.56,1,MM
2,2,2,6,0.579,1.086,0.54,1,MM
2,1,2,6,0.646,1.019,0.56,0,MM
2,1,1,6,0.679,1.054,0.58,1,MM
2,2,2,6,0.479,1.054,0.56,1,MM
2,1,1,6,0.578,1.588,0.54,1,MM
2,2,1,6,0.546,1.791,0.56,0,MM
2,1,1,6,0.496,1.018,0.58,1,MM
2,2,2,6,0.579,1.392,0.56,1,MM
2,2,2,5.95,0.412,1.258,0.54,1,MM
2,1,1,6,0.779,1.09,0.52,1,MM
2,1,1,5.95,0.629,1.103,0.5,1,MM
2,1,1,6,0.613,0.805,0.48,1,MM
2,1,2,1,0.694,1.388,0.5,0,MM
2,1,1,1,0.445,1.707,0.52,1,MM
2,1,1,1.05,0.461,1.057,0.5,1,MM
2,1,1,1,0.462,1.256,0.48,1,MM
2,1,2,1,0.628,1.472,0.5,0,MM
2,2,2,1,0.463,1.34,0.52,1,MM
2,2,1,1,0.679,1.741,0.54,0,MM
2,1,1,1,0.362,1.454,0.56,1,MM
2,1,2,1.05,0.545,1.575,0.58,0,MM
2,2,1,1,1.331,1.34,0.6,0,MM
2,1,1,6,0.764,0.855,0.62,1,MM
2,2,1,5.95,0.629,1.175,0.64,0,MM
2,1,1,5.95,0.612,1.106,0.66,1,MM
2,1,1,5.95,0.679,1.503,0.64,1,MM
2,1,1,5.95,0.545,1.555,0.62,1,MM
2,2,2,6,0.563,1.203,0.6,1,MM
2,1,1,1,0.997,1.336,0.58,1,MM
2,2,2,3.3,0.379,0.902,0.56,1,MM
2,2,1,1,1.432,1.104,0.58,0,MM
2,2,2,6,0.697,1.187,0.6,1,MM
2,2,2,6,0.546,1.041,0.58,1,MM
2,1,1,6,0.579,1.139,0.56,1,MM
2,1,2,1,0.546,1.24,0.58,0,MM
2,1,1,1.05,0.413,1.02,0.6,1,MM
2,1,1,6,0.561,0.919,0.58,1,MM
2,2,2,5.95,0.245,0.887,0.56,1,MM
2,1,1,6,0.544,1.205,0.54,1,MM
2,1,1,1.05,0.512,1.237,0.52,1,MM
2,1,2,6,0.812,1.121,0.54,0,MM
2,1,1,3.45,0.764,0.486,0.56,1,MM
2,2,2,6,0.629,1.17,0.54,1,MM
2,1,2,1,1.013,1.321,0.56,0,MM
2,1,1,6,0.997,1.42,0.58,1,MM
2,1,1,5.95,0.763,1.607,0.56,1,MM
2,1,1,5.95,0.546,1.37,0.54,1,MM
2,1,2,1,0.746,1.236,0.56,0,MM
2,2,2,6,0.913,1.308,0.58,1,MM
2,1,1,1,1.766,1.302,0.56,1,MM
2,1,1,5.95,0.479,1.068,0.54,1,MM
2,1,1,5.85,0.579,1.02,0.52,1,MM
2,1,2,1,0.679,1.138,0.54,0,MM
2,1,1,1,0.529,1.07,0.56,1,MM
2,2,2,1.05,0.646,1.59,0.54,1,MM
2,1,1,1,0.546,1.305,0.52,1,MM
2,1,1,3.6,0.595,0.67,0.5,1,MM
2,2,2,6,0.897,1.07,0.48,1,MM
2,2,2,3.75,0.663,0.939,0.46,1,MM
2,1,1,1.05,0.762,2.26,0.44,1,MM
2,1,2,1.05,1.397,1.273,0.46,0,MM
2,2,2,6,0.73,1.339,0.48,1,MM
2,1,1,1.05,1.265,1.707,0.46,1,MM
2,2,2,1,0.613,1.071,0.44,1,MM
2,1,1,1,0.629,0.938,0.42,1,MM
2,1,1,5.95,0.679,1.105,0.4,1,MM
2,2,1,1,0.68,1.07,0.42,0,MM
2,1,1,1,0.462,1.023,0.44,1,MM
2,1,1,5.85,1.079,1.119,0.42,1,MM
2,2,1,1.05,0.445,0.737,0.44,0,MM
2,1,1,4.7,0.645,0.753,0.46,1,MM
2,2,1,6,0.613,1.271,0.48,0,MM
2,2,1,5.95,0.546,1.053,0.5,0,MM
2,1,2,1,0.73,1.557,0.52,0,MM
2,2,2,5.95,0.63,1.056,0.54,1,MM
2,2,1,1,1.499,0.97,0.56,0,MM
2,2,2,6,0.729,1.189,0.58,1,MM
2,2,2,6,0.429,1.121,0.56,1,MM
2,1,1,6,0.763,0.988,0.54,1,MM
2,1,2,1,0.729,1.123,0.56,0,MM
2,2,1,6,1.132,1.141,0.58,0,MM
2,1,1,1,0.712,1.055,0.6,1,MM
2,2,2,5.9,0.98,1.206,0.58,1,MM
2,2,2,1,1.098,1.89,0.56,1,MM
