Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Accuracy,Condition
87,1,1,3.5,0.629,0.343,0.58,1,SoB
87,1,1,3.5,0.461,0.307,0.56,1,SoB
87,2,1,3.5,0.779,0.574,0.58,0,SoB
87,2,2,5.05,0.528,1.475,0.6,1,SoB
87,2,1,1,1.197,1.49,0.62,0,SoB
87,1,1,6,0.746,1.425,0.64,1,SoB
87,1,1,6,0.679,0.953,0.62,1,SoB
87,2,2,3.5,1.415,1.209,0.6,1,SoB
87,1,1,3.5,0.528,0.341,0.58,1,SoB
87,1,1,3.45,0.896,2.109,0.56,1,SoB
87,2,2,3.5,0.53,1.207,0.54,1,SoB
87,2,2,3.5,0.429,0.357,0.52,1,SoB
87,2,1,3.5,0.446,0.539,0.54,0,SoB
87,1,1,4.2,0.396,1.458,0.56,1,SoB
87,1,1,4.8,0.378,2.344,0.54,1,SoB
87,2,2,4,0.63,1.542,0.52,1,SoB
87,1,1,3.55,0.478,1.024,0.5,1,SoB
87,1,1,4,1.063,2.394,0.48,1,SoB
87,1,2,3.5,0.98,0.635,0.5,0,SoB
87,2,1,3.5,0.696,0.756,0.52,0,SoB
87,2,2,3.5,0.612,0.589,0.54,1,SoB
87,2,1,3.5,0.363,0.389,0.56,0,SoB
87,2,1,3.5,0.896,0.472,0.58,0,SoB
87,2,1,1,0.462,1.537,0.6,0,SoB
87,1,1,5,0.512,1.724,0.62,1,SoB
87,1,2,1,0.529,1.487,0.64,0,SoB
87,2,1,3.45,0.463,1.405,0.66,0,SoB
87,1,1,1,0.578,1.221,0.68,1,SoB
87,1,1,4.9,0.228,1.693,0.66,1,SoB
87,2,1,5,0.563,1.844,0.68,0,SoB
87,2,1,1,0.562,1.104,0.7,0,SoB
87,1,2,1,1.097,1.042,0.72,0,SoB
87,1,1,6,0.58,1.054,0.74,1,SoB
87,1,1,6,0.796,1.524,0.72,1,SoB
87,2,2,6,0.997,1.189,0.7,1,SoB
87,2,1,1,0.447,1.122,0.72,0,SoB
87,1,1,4.05,0.645,3.412,0.74,1,SoB
87,1,1,3.5,0.912,0.624,0.72,1,SoB
87,2,2,3.5,0.963,0.305,0.7,1,SoB
87,2,2,3.5,0.847,0.907,0.68,1,SoB
87,1,1,5.95,1.28,1.055,0.66,1,SoB
87,1,1,1,1.315,1.458,0.64,1,SoB
87,1,1,4.8,0.93,1.39,0.62,1,SoB
87,1,1,6,0.862,1.456,0.6,1,SoB
87,1,1,3.4,0.896,1.053,0.58,1,SoB
87,2,1,5.3,0.43,2.049,0.67,0,SoB
87,2,1,4,1.081,0.964,0.69,0,SoB
87,2,1,4.8,0.746,2.602,0.71,0,SoB
87,1,1,6,0.997,1.466,0.73,1,SoB
87,1,1,6,0.73,1.258,0.71,1,SoB
87,1,1,6,0.813,1.448,0.69,1,SoB
87,2,2,6,1.097,1.88,0.67,1,SoB
87,1,1,3.5,0.981,0.809,0.65,1,SoB
87,1,1,6,0.411,1.025,0.63,1,SoB
87,1,1,6,0.847,1.127,0.61,1,SoB
87,2,2,6,0.731,1.106,0.59,1,SoB
87,2,2,6,0.848,0.958,0.57,1,SoB
87,1,1,3.5,0.746,0.311,0.55,1,SoB
87,1,1,6,0.58,1.282,0.53,1,SoB
87,2,1,3.5,0.763,0.328,0.55,0,SoB
87,2,2,5,0.747,2.361,0.57,1,SoB
87,2,2,4.85,0.815,0.875,0.55,1,SoB
87,1,1,6,0.595,1.177,0.53,1,SoB
87,1,1,4.9,0.579,1.445,0.51,1,SoB
87,1,2,3.5,0.88,0.318,0.53,0,SoB
87,2,1,3.5,0.447,0.312,0.55,0,SoB
87,1,1,5.95,0.546,1.464,0.57,1,SoB
87,1,2,5,0.796,0.876,0.59,0,SoB
87,2,1,3.5,0.798,0.324,0.61,0,SoB
87,1,1,6,0.363,1.312,0.63,1,SoB
87,2,2,6,0.748,1.157,0.61,1,SoB
87,2,2,6,0.697,1.322,0.59,1,SoB
87,1,1,6,0.429,0.823,0.57,1,SoB
87,2,2,6,0.829,1.252,0.55,1,SoB
87,2,2,6,0.63,1.265,0.53,1,SoB
87,1,1,1,1.248,1.44,0.51,1,SoB
87,1,1,3.5,0.429,0.325,0.49,1,SoB
87,2,1,3.5,0.963,0.314,0.51,0,SoB
87,2,2,3.5,0.613,0.307,0.53,1,SoB
87,2,2,5.45,1.013,0.79,0.51,1,SoB
87,2,2,6,0.696,0.905,0.49,1,SoB
87,1,1,3.45,0.529,0.505,0.47,1,SoB
87,2,2,1,0.979,1.526,0.45,1,SoB
87,2,2,3.5,0.314,1.191,0.43,1,SoB
87,2,2,5.95,0.529,1.461,0.41,1,SoB
87,1,2,6,0.379,1.656,0.43,0,SoB
87,1,2,6,0.311,1.123,0.45,0,SoB
87,1,2,6,0.579,1.138,0.47,0,SoB
87,1,1,6,0.396,1.273,0.49,1,SoB
87,1,2,5.95,0.713,0.875,0.51,0,SoB
87,1,2,6,0.713,0.787,0.53,0,SoB
87,2,2,6,0.78,1.224,0.55,1,SoB
87,2,2,5.95,0.579,1.491,0.53,1,SoB
87,2,1,5,0.462,2.929,0.55,0,SoB
87,2,2,6,0.68,1.388,0.57,1,SoB
87,2,2,6,0.313,1.106,0.55,1,SoB
87,2,1,5.95,0.614,1.193,0.57,0,SoB
87,2,2,1,0.696,1.741,0.59,1,SoB
87,2,2,5.25,0.396,1.472,0.57,1,SoB
87,2,2,5.95,0.663,1.323,0.55,1,SoB
87,1,1,6,0.947,1.321,0.53,1,SoB
87,2,2,5.15,0.781,1.019,0.51,1,SoB
87,1,2,3.5,0.261,0.269,0.53,0,SoB
87,1,1,1,0.73,1.274,0.55,1,SoB
87,2,2,6,0.513,0.958,0.53,1,SoB
87,2,2,3.5,0.63,0.522,0.51,1,SoB
87,1,2,3.4,0.712,2.11,0.53,0,SoB
87,1,1,3.5,0.663,0.356,0.55,1,SoB
87,1,1,5.1,0.695,0.584,0.53,1,SoB
87,1,1,5.2,0.93,0.957,0.51,1,SoB
87,1,1,6,0.728,0.823,0.49,1,SoB
87,1,2,1,0.579,0.872,0.51,0,SoB
87,1,1,5.6,0.663,0.518,0.53,1,SoB
87,2,2,6,0.395,0.939,0.51,1,SoB
87,1,2,6,0.746,1.206,0.53,0,SoB
87,2,2,4.95,0.547,0.94,0.55,1,SoB
87,2,2,6,0.763,1.072,0.53,1,SoB
87,1,1,6,0.947,1.288,0.51,1,SoB
87,1,2,1,0.679,0.954,0.53,0,SoB
87,1,1,3.5,0.479,0.784,0.55,1,SoB
87,2,2,5.95,0.812,1.021,0.53,1,SoB
87,2,2,6,0.613,1.106,0.51,1,SoB
87,2,2,3.55,0.363,0.871,0.49,1,SoB
87,2,1,1,0.613,0.853,0.51,0,SoB
87,1,1,4.1,0.478,0.502,0.53,1,SoB
87,2,2,1,1.013,1.156,0.51,1,SoB
87,1,1,1,0.561,1.39,0.49,1,SoB
87,1,2,4.95,0.762,1.09,0.51,0,SoB
87,2,2,6,0.831,1.239,0.53,1,SoB
87,1,1,6,0.512,1.186,0.51,1,SoB
87,1,1,6,0.763,1.123,0.49,1,SoB
87,1,1,1,0.545,0.886,0.47,1,SoB
87,1,1,3.5,0.796,0.406,0.45,1,SoB
87,2,2,5.25,0.563,0.653,0.43,1,SoB
87,1,1,3.5,0.579,0.338,0.41,1,SoB
87,1,1,3.5,0.78,0.323,0.39,1,SoB
87,2,2,5,0.612,1.842,0.37,1,SoB
87,1,2,5,1.131,1.764,0.39,0,SoB
87,2,2,6,0.646,1.432,0.41,1,SoB
87,2,2,6,0.729,1.108,0.39,1,SoB
87,2,1,3.5,0.512,0.286,0.41,0,SoB
87,2,1,3.5,0.546,0.374,0.43,0,SoB
87,1,2,5.1,0.596,0.771,0.45,0,SoB
87,1,2,1,0.646,1.038,0.47,0,SoB
87,2,2,6,0.379,0.953,0.49,1,SoB
87,2,1,3.5,0.697,0.327,0.51,0,SoB
87,1,1,3.5,0.495,0.996,0.53,1,SoB
87,1,1,1,0.763,1.223,0.51,1,SoB
87,2,1,1,0.63,1.473,0.53,0,SoB
87,1,1,5.05,0.446,0.507,0.55,1,SoB
87,2,2,6,0.78,0.922,0.53,1,SoB
87,2,2,6,0.696,1.29,0.51,1,SoB
87,1,1,4.7,0.429,0.5,0.49,1,SoB
87,1,2,1,1.146,1.254,0.51,0,SoB
87,1,1,6,0.36,1.207,0.53,1,SoB
87,2,1,1.95,0.513,1.976,0.55,0,SoB
87,1,1,6,0.579,1.052,0.57,1,SoB
87,1,1,3.5,0.646,0.358,0.55,1,SoB
87,1,1,3.5,0.747,0.472,0.53,1,SoB
87,1,2,5.05,0.679,3.348,0.55,0,SoB
87,1,2,2.25,1.046,0.621,0.57,0,SoB
87,2,2,6,0.646,1.224,0.59,1,SoB
87,2,2,6,0.812,1.053,0.57,1,SoB
87,2,2,6,0.564,1.257,0.55,1,SoB
87,1,1,5.95,1.097,1.408,0.53,1,SoB
87,2,2,5.95,0.646,1.406,0.51,1,SoB
87,1,1,5.95,0.412,0.872,0.49,1,SoB
87,1,2,1.05,1.248,1.488,0.51,0,SoB
87,2,2,4.75,0.78,0.652,0.53,1,SoB
87,1,1,5.8,0.378,1.038,0.51,1,SoB
87,2,2,5.65,0.847,0.772,0.49,1,SoB
87,2,1,4.65,0.629,0.572,0.51,0,SoB
87,1,1,3.5,0.528,0.759,0.53,1,SoB
87,2,1,3.45,0.562,0.422,0.55,0,SoB
87,1,1,6,1.146,0.824,0.57,1,SoB
87,1,1,6,0.963,1.024,0.55,1,SoB
87,1,2,1.9,1.046,0.724,0.57,0,SoB
87,1,1,6,0.479,1.375,0.59,1,SoB
87,2,2,6,0.646,1.324,0.57,1,SoB
87,2,1,3.45,0.613,0.422,0.59,0,SoB
87,1,1,6,0.863,1.073,0.61,1,SoB
87,2,1,3.55,0.38,0.872,0.63,0,SoB
87,1,1,5.95,1.146,0.923,0.65,1,SoB
87,2,2,6,0.847,1.039,0.63,1,SoB
87,1,1,6,0.83,0.837,0.61,1,SoB
87,2,2,6,0.647,0.97,0.59,1,SoB
87,2,2,5.95,0.48,1.177,0.57,1,SoB
87,1,1,3.5,0.545,0.27,0.55,1,SoB
87,1,1,6,0.83,0.804,0.53,1,SoB
87,2,2,5.95,0.629,1.524,0.51,1,SoB
87,2,2,6,1.047,0.886,0.49,1,SoB
87,1,1,2.15,1.014,0.805,0.47,1,SoB
87,1,1,5.05,0.662,0.871,0.45,1,SoB
87,1,1,3.5,0.595,0.306,0.43,1,SoB
87,2,2,4.7,0.529,0.687,0.41,1,SoB
87,2,2,3.55,0.612,0.64,0.39,1,SoB
87,2,1,1,0.496,1.546,0.41,0,SoB
87,2,2,5.95,0.547,1.307,0.43,1,SoB
87,2,1,3.5,0.512,0.561,0.45,0,SoB
87,1,1,6,0.412,1.004,0.47,1,SoB
87,2,1,1.05,0.73,1.74,0.49,0,SoB
87,1,1,3.5,0.411,0.905,0.51,1,SoB
87,2,2,6,0.779,1.436,0.49,1,SoB
87,1,1,3.5,0.696,1.875,0.47,1,SoB
87,2,2,5.95,0.663,1.069,0.45,1,SoB
87,2,2,6,0.879,0.888,0.43,1,SoB
87,1,1,4.95,0.462,1.788,0.41,1,SoB
87,1,2,5,0.412,1.308,0.43,0,SoB
87,1,2,5,0.363,1.54,0.45,0,SoB
87,2,2,5.05,1.549,1.49,0.47,1,SoB
87,2,1,3.6,0.429,1.41,0.49,0,SoB
87,1,2,3.55,0.545,0.39,0.51,0,SoB
87,2,1,3.5,0.495,0.254,0.53,0,SoB
87,2,2,5.1,0.429,0.691,0.55,1,SoB
87,2,2,5,0.713,1.59,0.53,1,SoB
87,1,1,4.95,0.962,1.377,0.51,1,SoB
87,2,2,6,0.596,0.958,0.49,1,SoB
87,2,2,6,0.663,1.776,0.47,1,SoB
87,1,1,4.05,0.963,1.556,0.45,1,SoB
87,1,1,4.95,0.361,1.541,0.43,1,SoB
87,1,1,5.45,0.695,0.919,0.41,1,SoB
87,1,2,5.05,0.78,0.806,0.43,0,SoB
87,2,2,5.15,0.812,1.072,0.45,1,SoB
87,2,2,5.05,0.88,1.174,0.43,1,SoB
87,1,2,4.9,0.529,0.518,0.45,0,SoB
87,1,2,5,0.614,0.721,0.47,0,SoB
87,2,2,5,0.763,1.122,0.49,1,SoB
87,1,2,4.85,0.846,1.095,0.51,0,SoB
87,2,2,6,0.697,1.104,0.53,1,SoB
87,2,2,6,0.795,0.806,0.51,1,SoB
87,2,2,5.95,0.644,0.807,0.49,1,SoB
87,2,1,1,1.08,0.921,0.51,0,SoB
87,1,2,6,0.796,0.684,0.53,0,SoB
87,1,1,5.95,0.897,0.971,0.55,1,SoB
87,2,2,6,0.78,1.353,0.53,1,SoB
87,2,1,3.55,0.546,0.539,0.55,0,SoB
87,1,1,6,0.631,1.07,0.57,1,SoB
87,1,1,6,0.747,1.172,0.55,1,SoB
87,1,1,6,0.864,0.971,0.53,1,SoB
87,1,1,5.95,0.613,1.658,0.51,1,SoB
87,1,1,3.5,0.446,0.205,0.49,1,SoB
87,2,2,6,0.813,1.023,0.47,1,SoB
87,2,2,6,1.031,1.087,0.45,1,SoB
87,2,2,6,0.83,1.625,0.43,1,SoB
87,1,2,6,0.661,1.12,0.45,0,SoB
87,1,1,1,0.512,1.641,0.47,1,SoB
87,2,2,5.95,0.781,1.205,0.45,1,SoB
87,1,2,3.5,0.462,0.222,0.47,0,SoB
87,1,2,6,0.678,1.153,0.49,0,SoB
87,2,2,5.95,0.813,1.021,0.51,1,SoB
87,2,2,6,0.579,1.189,0.49,1,SoB
87,2,2,2,0.83,0.654,0.47,1,SoB
87,1,2,1.9,0.862,0.704,0.49,0,SoB
87,2,1,1.85,0.447,1.021,0.51,0,SoB
87,1,2,3.5,0.495,0.991,0.53,0,SoB
87,2,1,1,0.696,1.222,0.55,0,SoB
87,2,2,6,0.93,1.402,0.57,1,SoB
87,2,2,6,0.446,1.957,0.55,1,SoB
87,2,1,2.75,1.031,1.174,0.57,0,SoB
87,2,2,3.5,0.864,0.323,0.59,1,SoB
87,1,1,6,0.812,1.505,0.57,1,SoB
87,2,2,6,0.631,0.925,0.55,1,SoB
87,1,1,5.95,0.629,1.172,0.53,1,SoB
87,1,1,6,0.461,1.339,0.51,1,SoB
87,2,1,6,0.596,1.336,0.53,0,SoB
87,2,2,6,0.362,0.952,0.55,1,SoB
87,2,2,5.95,1.18,1.677,0.53,1,SoB
87,1,1,3.5,0.613,0.455,0.51,1,SoB
87,1,1,5.95,0.561,0.92,0.49,1,SoB
87,1,1,6,0.495,1.107,0.47,1,SoB
87,2,1,3.5,0.746,0.075,0.49,0,SoB
87,1,1,3.5,0.277,0.222,0.51,1,SoB
87,1,2,3.5,0.377,0.573,0.53,0,SoB
87,1,1,5.95,0.445,1.505,0.55,1,SoB
87,2,2,6,0.597,0.872,0.53,1,SoB
87,2,2,6,0.496,1.172,0.51,1,SoB
87,1,1,6,1.181,1.272,0.49,1,SoB
87,2,2,6,0.496,0.939,0.47,1,SoB
87,1,1,5.95,0.378,1.221,0.45,1,SoB
87,1,2,1,0.813,1.223,0.47,0,SoB
87,2,2,3.55,0.378,1.105,0.49,1,SoB
87,2,2,5.95,0.729,1.256,0.47,1,SoB
87,1,1,1,0.362,1.453,0.45,1,SoB
87,2,2,6,0.697,1.503,0.43,1,SoB
87,2,2,5.95,0.713,0.787,0.41,1,SoB
87,2,1,1,0.931,0.859,0.43,0,SoB
87,2,2,6,0.797,1.641,0.45,1,SoB
87,1,2,6,0.695,1.172,0.47,0,SoB
87,2,1,1,0.496,1.591,0.49,0,SoB
87,2,2,6,0.914,1.087,0.51,1,SoB
87,2,1,3.5,0.612,0.355,0.53,0,SoB
87,2,2,6,1.232,1.057,0.55,1,SoB
87,2,2,5.95,0.83,1.292,0.53,1,SoB
87,2,2,5.95,0.63,1.21,0.51,1,SoB
87,2,2,6,0.747,1.053,0.49,1,SoB
87,1,1,5.95,0.963,0.773,0.47,1,SoB
87,2,2,3.5,0.513,1.023,0.45,1,SoB
87,2,1,1.85,0.849,0.841,0.47,0,SoB
87,2,1,3.5,0.363,0.261,0.49,0,SoB
87,2,2,3.5,0.513,0.288,0.51,1,SoB
87,2,2,6,0.329,1.205,0.49,1,SoB
87,1,1,3.5,0.294,0.238,0.47,1,SoB
87,1,1,2.75,0.462,0.305,0.45,1,SoB
87,1,1,6,0.696,0.8,0.43,1,SoB
87,1,1,3.5,0.629,0.374,0.41,1,SoB
87,2,2,3.5,0.513,0.408,0.39,1,SoB
87,2,2,6,0.68,1.238,0.37,1,SoB
87,1,1,3.5,0.261,1.375,0.35,1,SoB
87,1,1,3.5,0.429,0.355,0.33,1,SoB
87,1,1,1.05,0.545,1.724,0.31,1,SoB
87,1,2,6,0.679,1.807,0.33,0,SoB
87,2,2,5.95,0.88,1.389,0.35,1,SoB
87,2,2,3.45,0.747,1.94,0.33,1,SoB
87,2,2,5.95,0.796,1.356,0.31,1,SoB
87,2,1,1.05,0.913,1.221,0.33,0,SoB
87,1,1,3.55,0.695,0.522,0.35,1,SoB
87,2,2,6,0.546,1.875,0.33,1,SoB
87,1,2,3.5,0.361,0.405,0.35,0,SoB
87,1,2,3.55,0.413,0.656,0.37,0,SoB
87,2,1,3.5,0.214,0.401,0.39,0,SoB
87,2,1,3.5,0.513,0.292,0.41,0,SoB
87,2,2,6,0.378,0.936,0.43,1,SoB
87,1,1,5.95,0.513,1.286,0.41,1,SoB
87,2,1,3.5,0.663,0.423,0.43,0,SoB
87,2,2,6,0.663,1.124,0.45,1,SoB
87,2,1,3.5,0.596,0.488,0.47,0,SoB
87,2,2,3.5,0.696,0.489,0.49,1,SoB
87,1,1,6,0.361,1.12,0.47,1,SoB
87,2,1,3.5,0.396,0.275,0.49,0,SoB
87,1,1,6,0.78,0.988,0.51,1,SoB
87,1,1,6,0.645,1.038,0.49,1,SoB
87,1,1,3.5,0.896,0.675,0.47,1,SoB
87,1,1,4.65,0.612,0.504,0.45,1,SoB
87,1,1,2.3,0.613,1.225,0.43,1,SoB
87,1,1,5.05,0.712,0.371,0.41,1,SoB
87,2,2,1,0.596,1.12,0.39,1,SoB
87,2,2,6,0.612,1.255,0.37,1,SoB
87,1,1,3.5,0.863,0.36,0.35,1,SoB
87,1,1,3.5,0.328,0.344,0.33,1,SoB
87,1,1,6,0.663,0.972,0.31,1,SoB
87,1,1,4.75,0.697,0.505,0.29,1,SoB
87,2,2,4.9,0.713,0.803,0.27,1,SoB
87,1,1,5.15,0.864,1.039,0.25,1,SoB
87,2,2,5.7,0.596,0.59,0.23,1,SoB
87,2,2,1.05,0.779,1.946,0.21,1,SoB
90,2,2,3.45,0.88,1.983,0.63,1,SoB
90,1,1,3.5,1.498,0.572,0.61,1,SoB
90,1,1,4.4,2,1.893,0.59,1,SoB
90,2,1,2.35,2,1.341,0.61,0,SoB
90,1,1,5.45,1.029,1.621,0.63,1,SoB
90,1,1,5.3,0.963,1.727,0.61,1,SoB
90,2,2,5.65,0.663,1.692,0.59,1,SoB
90,1,1,5.45,0.88,1.709,0.57,1,SoB
90,2,2,5.95,0.712,1.479,0.55,1,SoB
90,2,2,5.9,0.53,1.708,0.53,1,SoB
90,2,2,6,0.614,1.658,0.51,1,SoB
90,1,1,3.5,2.015,2.878,0.49,1,SoB
90,1,1,5.9,0.78,2.308,0.47,1,SoB
90,1,2,5.65,0.864,1.641,0.49,0,SoB
90,2,2,6,0.479,1.573,0.51,1,SoB
90,2,2,6,0.596,1.643,0.49,1,SoB
90,2,2,5.95,1.081,1.474,0.47,1,SoB
90,1,2,1.7,2,4.498,0.49,0,SoB
90,2,2,4.9,0.93,1.555,0.51,1,SoB
90,1,1,5.55,0.862,1.606,0.49,1,SoB
90,1,1,3.15,1.231,4.816,0.47,1,SoB
90,2,2,3.25,0.896,1.488,0.45,1,SoB
90,1,1,4.95,0.779,2.391,0.43,1,SoB
90,2,2,5.6,0.747,4.783,0.41,1,SoB
90,2,2,2.05,2,2.343,0.39,1,SoB
90,2,2,2.95,2,2.861,0.37,1,SoB
90,2,1,4.85,0.813,2.641,0.39,0,SoB
90,2,2,5.4,0.713,1.908,0.41,1,SoB
90,1,1,2.85,1.948,2.512,0.39,1,SoB
90,1,1,3.5,2,1.973,0.37,1,SoB
90,2,2,5,0.813,2.074,0.35,1,SoB
90,2,2,6,0.663,3.094,0.33,1,SoB
90,2,2,5.55,0.93,1.86,0.31,1,SoB
90,2,2,5.9,0.747,2.011,0.29,1,SoB
90,1,2,5.35,1.565,1.641,0.31,0,SoB
90,1,2,2.1,2,2.393,0.33,0,SoB
90,1,2,2.2,2,1.363,0.35,0,SoB
90,1,1,5.55,1.064,1.639,0.37,1,SoB
90,2,2,5.1,1.532,1.29,0.35,1,SoB
90,1,2,5,2,1.424,0.37,0,SoB
90,1,1,4.1,1.014,4.497,0.39,1,SoB
90,2,2,5.95,0.58,1.488,0.37,1,SoB
90,1,2,5.65,0.879,2.698,0.39,0,SoB
90,1,2,4,2,4.899,0.41,0,SoB
90,1,2,4.15,0.78,2.277,0.43,0,SoB
90,1,2,4.05,1.215,2.076,0.45,0,SoB
90,2,2,5.05,0.846,2.9,0.47,1,SoB
90,1,2,3.5,2,1.49,0.49,0,SoB
90,2,2,5.4,0.731,2.344,0.51,1,SoB
90,1,2,6,0.929,1.204,0.53,0,SoB
90,2,2,5.5,1.098,1.492,0.55,1,SoB
90,1,1,5.95,0.83,1.826,0.53,1,SoB
90,2,2,5.6,1.147,1.308,0.51,1,SoB
90,2,2,2.1,2,1.424,0.49,1,SoB
90,1,1,4.95,0.813,10.161,0.47,1,SoB
90,2,2,4.65,1.699,3.013,0.45,1,SoB
90,1,2,4.05,1.197,5.853,0.47,0,SoB
90,1,2,3.5,2,2.528,0.49,0,SoB
90,2,1,5.55,0.863,2.509,0.51,0,SoB
90,2,2,4.95,1.482,1.743,0.53,1,SoB
90,2,2,5.9,1.615,1.526,0.51,1,SoB
90,1,2,6,0.73,1.404,0.53,0,SoB
90,1,1,6,0.829,1.174,0.55,1,SoB
90,2,1,1.1,2,6.47,0.57,0,SoB
90,2,2,5.5,0.695,2.343,0.59,1,SoB
90,1,1,6,0.83,1.391,0.57,1,SoB
90,2,1,4.05,1.215,3.563,0.59,0,SoB
90,2,2,6,0.413,1.438,0.61,1,SoB
90,2,1,5.65,0.913,3.396,0.63,0,SoB
90,1,1,1.15,2,1.775,0.65,1,SoB
90,2,1,5.35,0.897,1.304,0.67,0,SoB
90,2,1,4.5,1.149,5.647,0.69,0,SoB
90,1,1,6,1.447,1.558,0.71,1,SoB
90,1,1,6,0.814,1.56,0.69,1,SoB
90,1,1,6,1.147,1.225,0.67,1,SoB
90,1,1,6,0.746,1.408,0.65,1,SoB
90,1,1,6,1.08,1.342,0.63,1,SoB
90,1,1,6,1.497,1.505,0.61,1,SoB
90,1,1,6,0.814,1.291,0.59,1,SoB
90,1,2,6,0.662,1.29,0.61,0,SoB
90,2,2,6,0.813,1.525,0.63,1,SoB
90,2,2,6,0.93,1.49,0.61,1,SoB
90,2,2,6,0.712,1.392,0.59,1,SoB
90,2,2,5.95,0.514,1.324,0.57,1,SoB
90,1,1,4.45,1.664,2.545,0.55,1,SoB
90,1,1,3.45,1.332,1.158,0.53,1,SoB
90,2,2,6,0.512,1.724,0.51,1,SoB
90,2,2,6,0.848,1.273,0.49,1,SoB
90,1,2,5,1.297,3.094,0.51,0,SoB
90,2,2,5.5,0.848,3.029,0.53,1,SoB
90,1,2,5,0.829,3.847,0.55,0,SoB
90,1,2,4,1.915,1.726,0.57,0,SoB
90,2,2,5.5,1.431,2.341,0.59,1,SoB
90,2,2,6,0.612,1.476,0.57,1,SoB
90,2,2,6,0.563,1.438,0.55,1,SoB
90,2,2,6,0.463,1.806,0.53,1,SoB
90,1,1,5,1.363,2.227,0.51,1,SoB
90,2,1,1.1,2,3.699,0.53,0,SoB
90,1,2,4.05,1.331,3.899,0.55,0,SoB
90,1,1,6,0.896,1.375,0.57,1,SoB
90,2,2,5.5,0.696,2.978,0.55,1,SoB
90,2,1,6,0.813,1.339,0.57,0,SoB
90,2,2,6,0.496,1.287,0.59,1,SoB
90,2,1,6,0.78,1.342,0.61,0,SoB
90,1,2,5.5,0.913,4.014,0.63,0,SoB
90,1,1,6,0.93,1.106,0.65,1,SoB
90,2,1,6,0.647,2.01,0.67,0,SoB
90,1,1,5.95,0.797,1.325,0.69,1,SoB
90,1,1,6,0.729,1.204,0.67,1,SoB
90,2,1,1.05,2,7.873,0.69,0,SoB
90,1,1,1.05,2,2.576,0.71,1,SoB
90,1,1,6,0.646,1.072,0.69,1,SoB
90,2,1,6,0.413,1.305,0.71,0,SoB
90,2,1,6,0.68,1.339,0.73,0,SoB
90,2,2,6,0.647,1.292,0.75,1,SoB
90,2,2,6,0.662,1.24,0.73,1,SoB
90,2,2,6,0.63,1.271,0.71,1,SoB
90,1,1,6,0.713,1.221,0.69,1,SoB
90,2,2,6,0.58,1.422,0.67,1,SoB
90,2,2,6,0.695,1.792,0.65,1,SoB
90,1,1,4.95,0.813,3.964,0.63,1,SoB
90,1,1,4.05,0.963,4.148,0.61,1,SoB
90,2,2,5.95,0.395,1.304,0.59,1,SoB
90,1,1,6,0.73,1.406,0.57,1,SoB
90,2,2,4.5,0.763,5.936,0.55,1,SoB
90,2,2,6,0.411,1.487,0.53,1,SoB
90,2,2,5,1.397,3.213,0.51,1,SoB
90,2,2,6,0.564,1.424,0.49,1,SoB
90,2,2,6,0.429,1.609,0.47,1,SoB
90,1,1,5.05,0.812,3.329,0.45,1,SoB
90,1,1,3.5,1.781,0.974,0.43,1,SoB
90,1,1,3.5,2,0.907,0.41,1,SoB
90,1,1,1.8,1.03,1.408,0.39,1,SoB
90,2,2,1.2,1.949,1.959,0.37,1,SoB
90,2,2,1.25,2,1.724,0.35,1,SoB
90,2,2,1.3,1.665,1.693,0.33,1,SoB
90,2,2,1.25,2,1.975,0.31,1,SoB
90,1,2,2.05,2,6.335,0.33,0,SoB
90,1,1,1.95,0.83,3.579,0.35,1,SoB
90,1,2,1,1.832,3.997,0.37,0,SoB
90,1,1,3.95,1.564,3.78,0.39,1,SoB
90,2,1,1.05,2,5.403,0.41,0,SoB
90,1,1,5.95,0.846,0.969,0.43,1,SoB
90,2,1,4.5,1.831,2.243,0.45,0,SoB
90,1,1,6,0.779,1.677,0.47,1,SoB
90,2,2,6,0.513,1.324,0.45,1,SoB
90,1,2,5,0.813,3.744,0.47,0,SoB
90,1,2,1,2,6.267,0.49,0,SoB
90,1,1,3.5,1.882,1.69,0.51,1,SoB
90,1,1,3.5,1.164,2.845,0.49,1,SoB
90,1,2,3,1.932,5.586,0.51,0,SoB
90,2,1,3,1.348,3.226,0.53,0,SoB
90,1,1,4.05,0.947,1.809,0.55,1,SoB
90,2,2,6,0.929,1.443,0.53,1,SoB
90,2,1,4,1.901,4.015,0.55,0,SoB
90,2,1,4,1.699,2.176,0.57,0,SoB
90,1,1,6,0.713,1.292,0.59,1,SoB
90,1,1,6,0.964,1.494,0.57,1,SoB
90,2,1,4,1.983,3.931,0.59,0,SoB
90,2,2,6,0.446,1.258,0.61,1,SoB
90,1,1,5.5,0.73,2.445,0.59,1,SoB
90,2,2,4.5,1.482,4.215,0.57,1,SoB
90,1,1,5.95,0.779,1.223,0.55,1,SoB
90,1,1,4.2,1.781,2.243,0.53,1,SoB
90,2,1,3.5,1.966,3.047,0.55,0,SoB
90,2,2,1,1.966,4.649,0.57,1,SoB
90,1,1,4,0.78,2.878,0.55,1,SoB
90,1,2,5,0.813,1.524,0.57,0,SoB
90,2,1,5.05,0.63,2.543,0.59,0,SoB
90,2,2,6,0.513,1.725,0.61,1,SoB
90,1,1,6,0.796,1.376,0.59,1,SoB
